Track,Artist,Album_Name,Release_Date,Spotify_Streams,Spotify_Popularity,YouTube_Views,TikTok_Likes,Shazam_Counts
TRYNA MAKE SURE,Moneybagg Yo,TRYNA MAKE SURE,2024-05-03,"5,588,636",0.0,"5,680,064",Unknown,"32,511"
Yo Ya No Vuelvo Contigo - En Vivo,Grupo Firme,Viva Mï¿½ï¿½xico (En V,2020-11-25,"1,969,714",29.0,"678,412,558","547,396",Unknown
Bella y Sensual,Romeo Santos,Golden,2017-07-21,"494,373,634",66.0,"824,555,368","5,427,309","1,736,972"
Bertahan Terluka,Fabio Asher,Bertahan Terluka - Single,2022-02-02,"171,663,870",4.0,"169,981,704","315,673,377","89,958"
if looks could kill,Destroy Lonely,if looks could kill,2023-03-03,"88,771,696",62.0,"11,580,205","2,217,176","456,300"
Save Me The Trouble,Dan + Shay,"Save Me The Trouble, Heartbreak On The Map, Bigger Houses",2023-07-14,"28,945,482",52.0,Unknown,"90,595","219,049"
Marisola - Remix,Cris Mj,Marisola (Remix),2022-12-15,"325,264,193",70.0,Unknown,"7,137,722",Unknown
Trampoline,SHAED,Trampoline,2018-05-18,"229,366,200",55.0,"96,307,326","72,671,267",Unknown
Alone (with Nicki Minaj),Kim Petras,Alone,2023-04-21,"79,045,342",55.0,"34,142,538","9,297,727","994,509"
Godï¿½ï¿½ï¿½,Stray Kids,GO LIVE,2020-06-17,"354,643,707",68.0,"529,909,818","141,180,977",Unknown
Te Vi,Piso 21,Los muchachos vol. 1 - EP,2018-06-01,"752,708,868",70.0,"535,764,821","59,390,273","2,326,604"
I Wanna Be Yours,Arctic Monkeys,AM,2013-01-01,"2,185,240,293",86.0,"109,538,379","16,502,076","4,280,207"
Boyfriend,Justin Bieber,Believe,2012-01-01,"538,918,222",70.0,"992,302,781","26,028,741","3,052,967"
PARANOIA,HEARTSTEEL,PARANOIA,2023-10-23,"77,600,263",0.0,"50,406,342","11,407,462","74,897"
Story of My Life,One Direction,Story of My Life,2013-10-28,"1,275,036,167",79.0,"264,658,339","105,141,667","9,015,652"
Black Summer,Red Hot Chili Peppers,Black Summer,2022-02-04,"128,264,127",57.0,"57,252,735","1,049,186","1,471,206"
Devil You Know,Tyler Braden,Devil You Know - Single,2024-02-02,"37,634,335",21.0,"12,646,991",Unknown,"108,677"
run for the hills,Tate McRae,THINK LATER,2023-12-08,"120,880,428",0.0,"11,115,978",Unknown,"147,452"
I Know - PR1ISVX Edit,Kanii,I Know (PR1ISVX Edit),2023-03-24,"152,454,686",65.0,Unknown,Unknown,"159,945"
Wish,Diler Kharkiya,Wish,2020-11-20,"10,848,948",45.0,"681,881,643","58,718","42,722"
Let Me Love You,Mario,Turning Point,2004-01-01,"971,172,980",70.0,"996,052,113","21,655,145","6,473,758"
Sofia,Alvaro Soler,Sofia,2016-04-15,"353,525,330",65.0,"1,004,545,222","17,082,677","6,134,790"
Beso (Fruta Fresca),Wakyin,Beso (Fruta Fresca),2023-12-13,"26,036,782",0.0,"4,008,686",Unknown,"417,318"
Ya Lili,Balti,Ya Lili,2017-11-07,"54,678,867",46.0,"1,004,615,686","35,556,332","3,070,031"
Those Eyes,New West,Those Eyes,2019-05-10,"785,139,012",73.0,"147,215,663","79,425,600","2,332,983"
Little Foot Big Foot (feat. Young Nudy),Childish Gambino,Atavista,2024-05-13,"7,362,358",0.0,"6,647,943",Unknown,"42,895"
Explï¿½ï¿½,Myke Towers,Para Mi Ex,2020-12-15,"243,931,915",62.0,"337,123,245","13,056,090","466,416"
Girl On Fire,Alicia Keys,NRJ Music Awards 2013,2012-01-01,"646,295,324",71.0,"719,570,982","100,602,291","5,809,958"
Like I Want You,Giveon,LIKE I WANT YOU,2019-11-21,"382,565,051",69.0,"121,875,542","17,799,186","1,222,113"
"Naiyo Lagda (From ""Kisi Ka Bhai Kisi Ki Jaan"")",Himesh Reshammiya,"Naiyo Lagda (From ""Kisi Ka Bhai Kisi Ki Jaan"")",2023-02-12,"5,828,713",0.0,"251,302,629",Unknown,"97,864"
Black Magic,Little Mix,Black Magic,2015-05-21,"642,037,328",67.0,"1,143,353,058","33,193,688","2,332,701"
Budapest,George Ezra,Did You Hear the Rain?,2013-11-03,"1,142,061,871",79.0,"265,620,751","5,175,533","12,360,774"
Shellfish cumbia,H2O,Retumbo,2023-03-31,Unknown,0.0,"244,228,052",Unknown,Unknown
La Gï¿½ï¿½e,Grupo Marca Registrada,La Gï¿½ï¿½erita - Si,2024-04-26,"27,813,921",75.0,"12,969,075",Unknown,"103,648"
Mi Tesoro (feat. Nicky Jam),Zion & Lennox,Motivan2,2016-09-30,"162,240,700",54.0,"168,005,056","72,549,539","829,090"
ERE,juan karlos,ERE,2023-08-04,"117,290,821",62.0,"79,061,420","17,870,184","20,508"
Alcohol-Free,TWICE,Alcohol-Free,2021-06-09,"224,295,163",62.0,"398,036,555","122,614,400","339,808"
Bad boy,Marwa Loud,Bad boy,2018-01-01,"228,588,822",63.0,"526,305,086","348,414,974","4,386,468"
Voices In My Head,Falling In Reverse,Voices In My Head,2022-05-31,"122,568,479",68.0,"109,752,215","2,568,996","365,803"
LA NENA,Lyanno,LA NENA - Single,2024-04-11,"29,683,046",80.0,"7,710,244",Unknown,"71,193"
Hati-Hati di Jalan,Tulus,Manusia,2022-03-03,"306,652,166",69.0,"225,136,062","158,047,875","107,807"
Algo Mï¿½ï¿½,Rauw Alejandro,Algo Mï¿½ï¿½,2020-06-25,"304,134,537",64.0,"345,512,160","43,897,868","872,301"
Quicksand,Morray,Quicksand,2020-10-30,"92,536,126",53.0,"290,871,758","11,967,754","1,464,482"
Singapur,El Alfa,El Androide,2020-05-15,"200,520,284",64.0,"477,774,248","144,110,176","576,685"
Just Dance,Lady Gaga,The Fame,2008-01-01,"1,062,571,821",74.0,"566,585,521","86,779,845","7,126,620"
Tom's Diner,AnnenMayKantereit,Tom's Diner,2019-06-28,"296,543,065",68.0,"205,245,834","262,367,607","3,560,853"
La Jeepeta - Remix,Nio Garcia,La Jeepeta (Remix),2020-04-24,"672,449,007",64.0,Unknown,"76,708,336","1,329,269"
Ojos Marrones,Dos Waves,Ojos Marrones - Single,2023-02-12,"2,307",0.0,"268,591,891",Unknown,"1,542"
Marvins Room,Drake,Marvins Room,2011-07-22,"597,923,434",68.0,"201,599,895","22,548,238",Unknown
The Motto,Drake,Take Care (Deluxe),2011-11-15,"549,699,659",68.0,"76,930,754","1,966,065",Unknown
Hot (feat. Gunna),Young Thug,So Much Fun,2019-08-16,"387,820,994",64.0,"292,576,551","43,178,104","2,389,263"
Skibidi Toilet,Lil Big Stack,Skibidi Toilet,2023-06-18,"8,388,731",55.0,"7,936,486","31,867,349","15,378"
moment,Vierre Cloud,moment,2019-12-19,"383,570,519",71.0,"25,031,987","50,379,871","914,081"
Heaven Takes You Home,Swedish House Mafia,Paradise Again,2022-04-15,"248,202,976",71.0,"59,788,261","2,134,589",Unknown
Far Away (2020 Remaster),Nickelback,All The Right Reasons (15th Anniversary Expanded Edition),2020-10-02,"378,296,524",61.0,Unknown,Unknown,Unknown
God Damn,Badshah,Ek Tha Raja,2024-03-18,"34,233,316",70.0,"32,452,229",Unknown,"66,159"
Razzi Bolja,Harjeet Deewana,Razzi Bolja,2021-01-17,"14,329,936",51.0,"651,601,460","14,251","38,084"
"Tested, Approved & Trusted",Burna Boy,I Told Them...,2023-08-23,"42,115,225",61.0,"35,754,905","694,348","972,640"
GALOPA,PEDRO SAMPAIO,GALOPA,2021-09-16,"210,287,302",57.0,"312,406,682","79,097,830","302,042"
Reckless,Madison Beer,Reckless,2021-06-04,"504,851,489",66.0,"156,937,871","95,616,150","845,428"
BEST ON EARTH (feat. BIA) - Bonus,Russ,BEST ON EARTH (feat. BIA),2019-10-18,"236,121,136",60.0,"66,409,032","5,254,332","2,596,463"
Drunk (And I Don't Wanna Go Home),Elle King,Drunk (And I Don't Wanna Go Home),2021-02-26,"198,817,832",61.0,"72,494,045","5,259,924","1,594,014"
Overdrive,Post Malone,Overdrive,2023-07-14,"130,236,751",63.0,"9,721,972","4,910,687","229,064"
Cuando Nadie Ve,Morat,Cuando Nadie Ve,2018-06-08,"621,596,476",72.0,"761,391,767","13,275,748","1,406,798"
Freak (feat. REI AMI),Sub Urban,Thrill Seeker,2020-03-13,"193,103,080",62.0,"282,087,862","175,447,722","1,359,388"
Sugar Rush Ride,TOMORROW X TOGETHER,The Name Chapter: TEMPTATION,2023-01-27,"178,523,233",67.0,"140,763,661","133,503,343","370,282"
Me Escapï¿,DobleP,Me Escapï¿,2023-09-07,"36,559,856",0.0,"44,786,762","63,088,852","81,058"
Sakhiyaan,Maninder Buttar,Sakhiyaan,2018-10-21,"177,496,669",65.0,"776,438,148","28,941,338","433,239"
Without You (feat. Sandro Cavazza),Avicii,AVï¿½ï¿½CI ,2017-08-10,"1,074,175,360",73.0,"293,084,186","19,770,288","5,939,460"
Aynen,Heijan,Hermano,2023-04-28,"66,701,855",57.0,"132,663,199","1,885,010","241,463"
IDGAF,Dua Lipa,Dua Lipa (Deluxe),2017-06-02,"1,583,012,380",71.0,"223,607,979","18,251,968","6,705,604"
Maniac,Conan Gray,Maniac,2019-10-25,"845,222,205",71.0,"108,306,968","49,175,319","1,531,126"
Love Me Harder,Ariana Grande,So Fresh ï¿½ï¿½ï¿½ The Hits Of Summer 2015 + Best O,2014-01-01,"917,284,463",73.0,"930,161,541","2,323,429","5,880,498"
Si Supieras,Daddy Yankee,Si Supieras,2019-06-28,"306,404,848",63.0,"605,370,523","4,557,282","1,301,119"
Love Someone,Lukas Graham,Love Someone,2018-09-07,"753,200,066",63.0,"277,222,671","16,265,262",Unknown
Dance Alone,Sia,Dance Alone,2024-02-07,"25,180,079",3.0,"4,405,480",Unknown,"206,471"
Suano,NTG,Suano - Single,2024-03-24,"15,333,864",71.0,"11,215,883",Unknown,"122,965"
Heart On Ice,Rod Wave,Heart On Ice,2019-05-31,"320,136,804",62.0,"300,606,606","65,635,809","1,552,968"
POP/STARS,K/DA,POP/STARS,2018-11-03,"352,999,804",64.0,"688,305,700","3,122,902","768,827"
Ring (feat. Kehlani),Cardi B,Invasion of Privacy,2018-04-06,"242,105,356",59.0,"327,705,174","5,433,488","1,550,411"
Potion (with Dua Lipa & Young Thug),Calvin Harris,Potion (with Dua Lipa & Young Thug),2022-05-27,"221,965,013",60.0,"51,083,768","256,156","1,046,181"
Pï¿½ï¿½gina De Ex - Ao Vivo N,Mari Fernandez,Mari No Barzinho (Ao Vivo No RJ),2024-04-26,"13,842,105",71.0,"18,663,230",Unknown,"10,827"
NEW MAGIC WAND,"Tyler, The Creator",IGOR,2019-05-17,"617,991,511",74.0,"100,752,374","100,573,264","1,512,216"
Taaron Ke Shehar,Neha Kakkar,Taaron Ke Shehar,2020-09-20,"95,962,246",58.0,"663,681,127",Unknown,"198,978"
Monster,LUM!X,Monster,2019-04-19,"324,575,469",66.0,"84,490,948","355,125,016","3,588,080"
"SI SI SI SI (feat. Eladio Carrion, Bryant Myers, Dei V)",The Academy: Segunda Misiï¿½,The Academy: Segunda Misiï¿½,2024-03-28,"35,185,414",68.0,"14,926,797",Unknown,"143,569"
River (feat. Ed Sheeran),Eminem,Revival,2017-12-15,"830,410,811",67.0,"288,374,900","5,687,706","4,748,281"
Churchill Downs (feat. Drake),Jack Harlow,Come Home The Kids Miss You,2022-05-06,"153,857,576",61.0,"77,159,004","8,710,165","577,230"
Wide Awake,Katy Perry,538 Hitzone 63,2012-01-01,"447,997,798",73.0,"1,129,883,893","9,846,261","4,506,047"
Eyvah Neye Yarar,Semicenk,Karï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,2023-12-15,"27,235,294",0.0,"74,511,800",Unknown,"121,649"
Lush Life,Zara Larsson,Lush Life,2015-06-05,"1,429,205,245",78.0,"156,015,402","40,191,496","9,877,808"
Kitty,Kenia OS,Kitty,2024-04-23,"23,061,213",77.0,"18,869,254",Unknown,"37,878"
"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")",Pritam,"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")",2023-03-04,"184,580,310",64.0,"169,388,630",Unknown,"203,774"
Wildberry Lillet,Nina Chuba,Wildberry Lillet,2022-08-12,"161,145,820",58.0,"62,678,908","34,317,249","647,249"
Amapiano,Asake,Amapiano,2023-05-23,"68,990,989",63.0,"29,014,150","16,832,048","721,377"
Hola Seï¿½ï¿½o,GIMS,Ceinture noire (Transcendance),2019-04-25,"208,249,257",58.0,"639,243,342","5,679,661","3,459,196"
M.A (Mejores Amigos),BM,M.A (Mejores Amigos) - Single,2022-09-20,"179,475,517",2.0,"162,785,261","2,496,551","401,773"
Take A Bite,beabadoobee,Take A Bite,2024-05-09,"18,634,348",78.0,"1,314,449",Unknown,"31,394"
Dream Girl - Remix,Ir Sais,Dream Girl (Remix),2019-12-06,"289,196,126",64.0,"403,607,329","90,776,240","1,102,746"
Me Enamorï¿,Shakira,Me Enamorï¿,2017-01-01,"388,986,035",61.0,"1,029,205,329","11,668,787","3,095,680"
Geri Dï¿½ï¿½nem,Semicenk,Geri Dï¿½ï¿½nem,2023-05-05,"111,150,894",67.0,"130,717,641","852,150","208,321"
Gimmie A Light,Ice Spice,Gimmie A Light,2024-05-10,"8,734,499",0.0,"4,823,719",Unknown,"39,843"
on the street (with J. Cole),j-hope,on the street (with J. Cole),2023-03-03,"183,683,364",63.0,"67,664,152","146,676,533","317,811"
LOST FOREVER,Travis Scott,UTOPIA,2023-07-28,"66,878,719",62.0,"2,866,171","684,129","149,968"
What Ifs (feat. Lauren Alaina),Kane Brown,Kane Brown,2016-12-02,"516,523,975",67.0,"407,784,529","1,643,842","1,925,032"
I Got Love,MiyaGi,I Got Love,2018-05-15,"136,456,221",0.0,"1,075,000,461",Unknown,Unknown
SET ME FREE,TWICE,READY TO BE,2023-03-10,"117,186,345",62.0,"137,633,324","89,151,707","191,507"
Say Something,A Great Big World,Say Something,2013-11-04,"1,064,534,331",65.0,"113,298,251","38,617,874","12,937,536"
Por Dentro,Rels B,Por Dentro,2023-11-23,"105,759,424",0.0,"52,609,155",Unknown,"114,185"
You Belong With Me,Taylor Swift,Fearless,2008-01-01,"643,828,366",66.0,"1,600,713,698","72,201,064","3,063,470"
"Sex, Drugs, Etc.",Beach Weather,Chit Chat,2016-11-04,"818,926,915",77.0,"85,879,643","62,671,433","3,388,780"
Tchuco Nela,MC Rogerinho,Tchuco Nela,2022-04-08,"154,127,881",72.0,"233,659,337","74,359,518","136,448"
Californication,Red Hot Chili Peppers,Californication (Deluxe Version),1999-06-08,"1,405,353,677",79.0,"1,518,596,886","16,291,854",Unknown
La Mordidita,Ricky Martin,A Quien Quiera Escuchar (Deluxe Edition),2015-02-10,"301,574,752",61.0,"1,379,939,508","30,274,438","3,635,979"
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),2017-03-10,"921,936,314",56.0,"495,192,316",Unknown,"2,690,190"
One in a Million,Bebe Rexha,One in a Million,2023-08-04,"109,868,838",70.0,"6,256,696","385,969","408,957"
Playing Games,Summer Walker,Playing Games,2019-08-23,"177,369,022",58.0,"200,783,046","12,315,439","1,548,061"
Often,The Weeknd,Ultimate R&B 2014,2014-01-01,"982,399,328",73.0,"578,225,770","29,558,322","2,317,956"
Balanï¿½ï¿½o da ,Matheus Fernandes,Balanï¿½ï¿½o da ,2022-02-24,"237,867,475",61.0,"302,341,579",Unknown,"151,448"
Better Things,aespa,Better Things - Single,2023-08-18,"72,446,983",60.0,"100,786,648","39,545,448","106,424"
CCC - Remix,Michelle Maciel,CCC (Remix) - Single,2023-09-01,"127,818,826",0.0,"79,764,064",Unknown,"229,633"
Carnival,Kanye West,Carnival Pack - EP,2024-02-08,"465,320,426",0.0,Unknown,Unknown,Unknown
Swag Se Swagat,Neha Bhasin,Tiger Zinda Hai (Original),2017-12-12,"22,317,486",50.0,"1,179,253,796","2,535,364","389,397"
SEVILLA,Thrife,SEVILLA,2022-08-12,"26,054,526",41.0,"1,500,755","76,687,884","298,281"
Chana Tera Shukriya,Tanveer Anjum,Jogiya Koe,2023-07-15,"9,015",6.0,Unknown,"2,363,999",212
Caramelo - Remix,Leoo Remix,Caramelo (Remix),2020-10-01,"144,767",0.0,"697,719,336",Unknown,Unknown
GHOST!,phonk.me,GHOST!,2022-12-02,"127,080,399",67.0,"62,472,711",Unknown,"311,493"
CUTE DEPRESSED,Dyan Dxddy,Cute Depressed - Single,2024-02-02,"54,477,192",77.0,"36,326,774","3,460,300","120,049"
Inolvidable,Ovy On The Drums,Inolvidable,2020-01-15,"256,133,319",65.0,"515,007,268","35,450,027","1,247,248"
Lioness,Swedish House Mafia,Lioness,2024-06-07,"2,480,498",0.0,"144,589",Unknown,"13,506"
Zombie,Bad Wolves,Zombie,2018-01-19,"391,235,723",6.0,"133,338,318","14,567,512","5,361,011"
NI BIEN NI MAL,Bad Bunny,X 100PRE,2018-12-23,"461,199,840",61.0,"457,134,135","16,239,631","889,933"
MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,MAï¿½ï¿½ANA SERï¿½ï¿,2023-02-23,"132,811,353",66.0,"53,670,834","12,432,832","212,091"
My Heart Goes (La Di Da),Becky Hill,Only Honest On The Weekend,2021-08-20,"300,361,628",63.0,"73,752,014","633,965","1,988,562"
Candy Shop,50 Cent,Candy Shop,2005-01-01,"954,807,024",75.0,"1,230,174,677","56,619,292","6,300,407"
ONLY,LeeHi,ONLY,2021-08-27,"335,212,411",71.0,"154,369,917","224,149,612","959,210"
Avalon,$uicideboy$,Avalon,2021-05-21,"204,669,341",65.0,"49,001,959","4,312,773","288,456"
Puro Campeï¿½,Grupo Marca Registrada,Puro Campeï¿½ï¿½n - Si,2022-10-14,"162,996,272",61.0,"137,834,966","5,676,478","338,327"
Esperï¿½ï¿½n,Manuel Turizo,Esperï¿½ï¿½n,2017-12-07,"333,106,545",59.0,"982,437,656","3,138,449","1,055,124"
Gas Pedal,Sage The Gemini,Gas Pedal - The EP,2013-03-19,"253,903,241",59.0,"25,539,550","20,788,928","2,408,827"
Landmines,Sum 41,Landmines,2023-09-27,"18,708,085",0.0,"6,801,971","5,671","325,793"
"Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)",Tyler ICU,"Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)",2023-04-28,"54,611,633",61.0,"25,626,713","50,987,040",Unknown
DANCE CRIP,Trueno,DANCE CRIP,2021-11-17,"265,253,887",61.0,"186,689,501","81,240,604",Unknown
stellar,.diedlonely,stellar,2023-06-23,"44,235,866",66.0,"5,698,615","181,638,749","363,177"
En Tu Perra Vida,Grupo Firme,En Tu Perra Vida,2021-05-12,"265,126,606",53.0,"336,327,870","7,194,400","801,181"
Malibu,Miley Cyrus,Malibu,2017-05-11,"810,044,838",68.0,"541,704,571","158,069,295","3,225,942"
Skin and Bones,David Kushner,Skin and Bones,2024-01-19,"70,354,552",0.0,"19,123,011","6,440,333",Unknown
Shut up My Moms Calling - (Sped Up),Hotel Ugly,Shut up My Moms Calling (Sped up),2022-09-14,"428,290,193",75.0,Unknown,Unknown,"697,563"
Spinnin,Connor Price,Spinnin,2022-10-21,"164,206,429",63.0,"12,484,960","18,960,431","776,674"
Baby Shark,Super Simple Songs,Baby Shark & More Kids Songs,2017-03-24,"53,980,875",55.0,"1,065,036,315","10,111","21,831"
BARBIEZ,Fuerza Regida,Pa las Baby's Y Belikeada,2023-10-20,"90,149,537",0.0,"61,433,874","3,515,375","333,572"
Coladin,Zï¿½ï¿½ Vaqu,Indï¿½ï¿½,2022-10-27,"68,110,254",62.0,"220,238,857","10,599,831","71,663"
"Coca Cola (From ""Luka Chuppi"")",Tony Kakkar,"Coca Cola (From ""Luka Chuppi"")",2019-02-04,"84,890,640",59.0,"939,513,536","496,273","141,007"
Los Botones Azules,Junior H,Mi Vida En Un Cigarro 2,2022-02-11,"409,608,018",70.0,"144,073,017","26,034,148","522,412"
All By Myself,Alok,All By Myself,2022-10-07,"153,478,699",68.0,"8,834,684",Unknown,"1,187,709"
Dj Balada Boa X Pika Pika Kawenimeri,DJ USUP,Dj Balada Boa X Pika Pika Kawenimeri,2022-03-02,"302,568",7.0,Unknown,"99,826,326",Unknown
Joli bï¿½ï¿,Naza,Joli bï¿½ï¿,2020-09-11,"131,677,140",57.0,"198,494,925","37,799,046","1,009,225"
Time of Our Lives,Pitbull,Time of Our Lives,2014-11-17,"1,283,683,926",79.0,"351,633,773","88,186,338","8,020,959"
Blood // Water,grandson,Blood / / Water,2017-10-27,"658,966,178",68.0,"218,493,561","139,586,105",Unknown
Famous Hoes,NLE Choppa,Famous Hoes,2019-12-10,"126,680,278",54.0,"114,034,780","1,288,203","225,260"
AMOR PROPIO,Grupo Frontera,AMOR PROPIO,2023-10-19,"59,582,290",0.0,"72,157,125","9,130,133","181,211"
Wreckage,Pearl Jam,Wreckage,2024-04-17,"6,247,901",0.0,"663,933",Unknown,"83,381"
This Town,Niall Horan,This Town,2016-09-29,"957,810,500",74.0,"174,370,096","26,476,462","5,142,901"
Maybe Youï¿½ï¿½ï¿½re The P,Ava Max,Maybe Youï¿½ï¿½ï¿½re The P,2022-04-28,"181,659,395",62.0,"50,640,948","5,336,041","1,366,573"
Lil Bit,Nelly,Lil Bit,2020-10-23,"250,828,412",61.0,"47,811,498","16,852,819","1,557,518"
Nenas,Anni K,Nenas,2022-11-25,"22,362",10.0,"312,422,708",Unknown,Unknown
Rainy Days,V,Layover,2023-08-11,"253,540,909",70.0,"67,113,019","1,173,702","258,925"
Disaster,KSLV Noh,Disaster - Single,2021-06-21,"258,379,092",65.0,"54,540,038","165,449,639","1,139,004"
Feelings,Sumit Goswami,Feelings,2020-07-07,"42,067,554",54.0,"698,286,046","666,432","125,809"
Trouble With A Heartbreak,Jason Aldean,Trouble With A Heartbreak,2022-01-14,"54,488,988",4.0,"29,552,269","1,632,207",Unknown
Los Collares,Oscar Maydon,Los Collares,2022-09-30,"332,741,927",72.0,"150,888,295","10,579,568","332,463"
BLAQ ON BLAQ (feat. Luciano),HoodBlaq,BLAQ ON BLAQ (feat. Luciano),2024-05-30,"8,033,479",70.0,"1,247,875",Unknown,"11,608"
Memories (feat. Kid Cudi),Kid Cudi,VIVA Club Rotation (Vol. 46),2008-12-05,"923,932,404",63.0,"589,202,937","254,252,068","8,619,668"
It's That Time,Marlon Hoffstadt,It's That Time,2023-04-21,"29,365,536",62.0,"3,502,786","11,053,278","343,152"
Do Not Climb,Claps,Do Not Climb,2023-03-16,"2,723",0.0,"250,777,729",Unknown,Unknown
Mï¿½ï¿½lanine (feat. Were,Heuss L'enfoirï¿,Mï¿½ï¿½la,2024-05-03,"14,500,608",71.0,"7,766,177",Unknown,"201,571"
Bakkal Amca,Kukuli,Bakkal Amca,2021-05-10,"5,755,295",36.0,"565,493,630","43,785","22,228"
Martes 13,Luis R Conriquez,Martes 13 - Single,2024-05-17,"12,809,544",0.0,"7,124,556",Unknown,"55,391"
Jom ka du me tï¿½ï¿,Dafina Zeqiri,Jom ka du me tï¿½ï¿,2024-05-31,"1,196,257",57.0,"7,023,287",Unknown,"7,750"
BellaBella,Vanco,Bella Bella (feat. Scelo),2017-02-23,"3,835",1.0,"1,438,604,417",Unknown,Unknown
Long Journey,Rod Wave,Nostalgia,2023-09-15,"26,215,354",0.0,"16,885,737","7,673,272","172,649"
Die A Happy Man,Thomas Rhett,Die a Happy Man - Single,2015-01-01,"622,198,235",66.0,"281,739,663","2,053,389","2,864,850"
Dah Dah DahDah,Nardo Wick,Who is Nardo Wick?? (Deluxe),2022-07-22,"142,262,820",63.0,"35,675,859","53,648,356",Unknown
Cab In A Solo,Scotty McCreery,Cab In A Solo - Single,2023-08-18,"11,614,161",55.0,"3,113,363","63,079","311,403"
Sï¿½ï¿½,Anuel AA,Sï¿½ï¿½,2021-11-18,"200,764,254",57.0,"217,898,959","1,749,382","447,896"
Bachke Bachke (feat. Yarah),Karan Aujla,Making Memories,2023-08-18,"53,303,131",61.0,"78,846,057","1,633,000","88,579"
Fed Up,Ghostemane,ANTI-ICON,2020-10-21,"219,841,054",64.0,"128,686,770","98,450,996","1,998,537"
Slide,H.E.R.,Slide,2019-09-27,"224,529,894",53.0,"268,061,194","15,530,760","2,404,340"
"Udd Jaa Kaale Kaava (From ""Gadar 2"")",Udit Narayan,"Udd Jaa Kaale Kaava (From ""Gadar 2"") - Single",2023-06-29,"4,527,224",0.0,"179,686,266",Unknown,"24,030"
Be The One,Eli Brown,Be The One,2023-03-31,"75,309,953",67.0,"9,963,983","2,241,743","330,883"
Top 10 staTues tHat CriEd bloOd,Bring Me The Horizon,POST HUMAN: NeX GEn,2024-05-24,"13,330,547",73.0,"35,472",Unknown,"18,299"
